Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Moeda,Valor,V_m2,cep,latitude,longitude,Point,setor_censo
rua itália,Jardim Europa,São Paulo,713,5,7,6,R$,26600000.0,37307.152875175314,13471550.0,-22.7239967,-47.3347375,POINT (-47.3347375 -22.7239967),
rua constantino de sousa,Campo Belo,São Paulo,266,6,6,6,R$,1750000.0,6578.9473684210525,4605000.0,-23.6160094,-46.6723242,POINT (-46.6723242 -23.6160094),355030815000096
rua josé ubaldo lomônaco,Jardim da Glória,São Paulo,430,5,6,4,R$,3150000.0,7325.581395348837,4114080.0,-23.5866494,-46.6223808,POINT (-46.6223808 -23.5866494),355030890000083
rua bolívia,Jardim América,São Paulo,1060,4,5,9,R$,11489000.0,10838.67924528302,13465750.0,-22.744628,-47.3444964,POINT (-47.3444964 -22.744628),
rua faustino augusto césar,Vila Marari,São Paulo,180,3,3,3,R$,850000.0,4722.222222222223,4402120.0,-23.6648918,-46.6622803,POINT (-46.6622803 -23.6648918),355030822000147
rua dos macunis,Vila Madalena,São Paulo,180,4,4,4,R$,2400000.0,13333.333333333334,13081760.0,-22.8577139,-47.0621121,POINT (-47.0621121 -22.8577139),
rua vergueiro,Cursino,São Paulo,113,3,2,2,R$,570000.0,5044.2477876106195,7914140.0,-23.2797384,-46.7452277,POINT (-46.7452277 -23.2797384),
rua joaquim lima de moraes,Santo Amaro,São Paulo,224,3,4,2,R$,1500000.0,6696.428571428572,4710140.0,-23.6262352,-46.6964057,POINT (-46.6964057 -23.6262352),355030871000046
rua jorge fares,Jardim São Luís,São Paulo,127,3,1,2,R$,540000.0,4251.968503937008,5805040.0,-23.6572578,-46.7373684,POINT (-46.7373684 -23.6572578),355030846000196
rua antônio sales de camargo,Bosque da Saúde,São Paulo,118,4,5,3,R$,960000.0,8135.593220338983,4137050.0,-23.6104934,-46.6215305,POINT (-46.6215305 -23.6104934),355030827000049
rua croata,Vila Ipojuca,São Paulo,358,3,4,4,R$,2160000.0,6033.519553072626,13056469.0,-22.9668254,-47.1512283,POINT (-47.1512283 -22.9668254),
rua emílio pedutti,Morumbi,São Paulo,546,4,7,6,R$,3290000.0,6025.641025641025,5613010.0,-23.5890192,-46.7109054,POINT (-46.7109054 -23.5890192),355030854000116
rua açaré,Alto de Pinheiros,São Paulo,252,3,5,4,R$,2900000.0,11507.936507936507,5463060.0,-23.5563466,-46.7117097,POINT (-46.7117097 -23.5563466),355030802000040
rua cristiano viana,Cerqueira César,São Paulo,155,3,1,1,R$,1300000.0,8387.09677419355,5411000.0,-23.5562029,-46.6793108,POINT (-46.6793108 -23.5562029),355030845000184
rua aguaçaí,Pari,São Paulo,180,3,4,1,R$,750000.0,4166.666666666667,3035090.0,-23.5266329,-46.6129121,POINT (-46.6129121 -23.5266329),355030856000027
rua muller carioba,Jardim da Saúde,São Paulo,230,3,2,3,R$,660000.0,2869.5652173913045,4291020.0,-23.6167867,-46.6132839,POINT (-46.6132839 -23.6167867),355030827000011
rua olímpia lemes da silva,Jardim das Vertentes,São Paulo,260,3,3,2,R$,940000.0,3615.3846153846152,5541040.0,-23.5886164,-46.7417009,POINT (-46.7417009 -23.5886164),355030894000038
rua frederico von martius,Ipiranga,São Paulo,300,3,5,2,R$,1350000.0,4500.0,1548010.0,-23.5762611,-46.6131319,POINT (-46.6131319 -23.5762611),355030834000093
rua doutora maria augusta saraiva,Vila Olímpia,São Paulo,120,3,2,2,R$,1550000.0,12916.666666666666,4545060.0,-23.595349,-46.6739016,POINT (-46.6739016 -23.595349),355030835000023
rua doutor fausto de almeida prado penteado,Jardim Sílvia (Zona Oeste),São Paulo,1643,4,5,10,R$,4500000.0,2738.8922702373707,5678040.0,-23.5978227,-46.7035255,POINT (-46.7035255 -23.5978227),355030854000126
rua banibás,Alto de Pinheiros,São Paulo,750,5,5,8,R$,6500000.0,8666.666666666666,5460010.0,-23.5551534,-46.7096179,POINT (-46.7096179 -23.5551534),355030802000015
rua comendador gabriel calfat,Jardim Leonor,São Paulo,554,4,7,4,R$,2750000.0,4963.898916967509,5621000.0,-23.5966574,-46.7226483,POINT (-46.7226483 -23.5966574),355030894000254
rua barbalha,Alto da Lapa,São Paulo,229,3,2,2,R$,949000.0,4144.10480349345,13214353.0,-23.1695977,-46.9122662,POINT (-46.9122662 -23.1695977),
rua alfredo pinheiro,Parque Continental,São Paulo,200,3,2,2,R$,710000.0,3550.0,5325000.0,-23.5356422,-46.7595189,POINT (-46.7595189 -23.5356422),355030841000002
rua salvador simões,Vila Dom Pedro I,São Paulo,198,3,4,3,R$,972000.0,4909.090909090909,4276000.0,-23.6041633,-46.6135757,POINT (-46.6135757 -23.6041633),355030834000107
rua alexandre teixeira,Vila Euthalia,São Paulo,130,2,2,2,R$,350000.0,2692.3076923076924,3519080.0,-23.5484131,-46.522406,POINT (-46.522406 -23.5484131),355030891000049
rua irmã amélia,Vila Prudente,São Paulo,147,3,3,3,R$,820000.0,5578.231292517007,3156150.0,-23.5801458,-46.5674553,POINT (-46.5674553 -23.5801458),355030801000098
alameda dos apetupás,Planalto Paulista,São Paulo,400,4,4,4,R$,2100000.0,5250.0,4058000.0,-23.6144461,-46.6492678,POINT (-46.6492678 -23.6144461),355030877000098
rua agrovila,Campo Belo,São Paulo,178,3,3,3,R$,1250000.0,7022.471910112359,4614030.0,-24.1027604,-49.0867644,POINT (-49.0867644 -24.1027604),
rua doutor josé manoel de figueiredo netto,Santana,São Paulo,66,4,3,1,R$,590000.0,8939.39393939394,2020030.0,-23.4962316,-46.6317202,POINT (-46.6317202 -23.4962316),355030870000009
avenida piassanguaba,Planalto Paulista,São Paulo,260,3,5,2,R$,2350000.0,9038.461538461539,4060000.0,-23.6051178,-46.6512517,POINT (-46.6512517 -23.6051178),355030877000128
rua roncador,Vila Corberi,São Paulo,100,3,1,2,R$,340000.0,3400.0,11679227.0,-23.5682637,-45.2967184,POINT (-45.2967184 -23.5682637),
rua douro,São Judas,São Paulo,831,4,8,4,R$,16000000.0,19253.91095066185,13342301.0,-23.1431359,-47.1832047,POINT (-47.1832047 -23.1431359),
rua maestro elias lobo,Jardim Paulista,São Paulo,191,3,4,1,R$,2590000.0,13560.20942408377,13075330.0,-22.8841282,-47.0616634,POINT (-47.0616634 -22.8841282),
rua bariri,Vila Carrão,São Paulo,170,3,2,4,R$,630000.0,3705.8823529411766,6408150.0,-23.5061801,-46.8794906,POINT (-46.8794906 -23.5061801),
rua lourenço castanho,Vila Nova Conceição,São Paulo,280,4,3,8,R$,3995000.0,14267.857142857143,18609070.0,-22.8626296,-48.446881,POINT (-48.446881 -22.8626296),
rua costa aguiar,Ipiranga,São Paulo,220,3,4,4,R$,1490000.0,6772.727272727273,13010060.0,-22.9078976,-47.0638757,POINT (-47.0638757 -22.9078976),
rua dos franceses,Morro dos Ingleses,São Paulo,1039,6,7,20,R$,22000000.0,21174.205967276226,1329010.0,-23.5591624,-46.6475375,POINT (-46.6475375 -23.5591624),355030807000012
rua marechal santos barreto,Vila Prudente,São Paulo,101,3,4,2,R$,600000.0,5940.59405940594,3136110.0,-23.5799489,-46.5732837,POINT (-46.5732837 -23.5799489),355030893000066
rua helena ricceli luchetti,Parque Savoy City,São Paulo,160,3,2,2,R$,580000.0,3625.0,3570310.0,-23.5673262,-46.4866051,POINT (-46.4866051 -23.5673262),355030824000022
rua dinamarca,Jardim Europa,São Paulo,600,7,7,6,R$,10600000.0,17666.666666666668,13471600.0,-22.7256163,-47.337269,POINT (-47.337269 -22.7256163),
travessa doutor ezequiel antunes de oliveira,Vila Nova Conceição,São Paulo,120,3,4,3,R$,2850000.0,23750.0,4544120.0,-23.592851,-46.6825133,POINT (-46.6825133 -23.592851),355030835000039
rua ximbó,Aclimação,São Paulo,140,4,3,4,R$,800000.0,5714.285714285715,4108040.0,-23.578716,-46.6303588,POINT (-46.6303588 -23.578716),355030890000080
rua chico de paula,Nossa Senhora do Ó,São Paulo,354,5,5,6,R$,1350000.0,3813.5593220338983,13840001.0,-22.365076,-46.9435783,POINT (-46.9435783 -22.365076),
rua gregório lazzarini,Jardim Três Marias,São Paulo,120,3,3,4,R$,380000.0,3166.6666666666665,8331130.0,-23.608193,-46.4698246,POINT (-46.4698246 -23.608193),355030873000074
rua professor guilherme belfort sabino,Campininha,São Paulo,164,2,1,1,R$,440000.0,2682.9268292682927,4678000.0,-23.6658373,-46.6795489,POINT (-46.6795489 -23.6658373),355030816000060
rua califórnia,Cidade Monções,São Paulo,120,4,3,2,R$,780000.0,6500.0,12951570.0,-23.1174435,-46.5830406,POINT (-46.5830406 -23.1174435),
rua thomaz antônio villani,Vila Santa Maria,São Paulo,140,3,2,3,R$,780000.0,5571.428571428572,2562000.0,-23.4865975,-46.6743433,POINT (-46.6743433 -23.4865975),355030850000123
rua rodrigues de campos leite,Vila Ipojuca,São Paulo,135,3,4,2,R$,799000.0,5918.518518518518,5054030.0,-23.5377943,-46.7027469,POINT (-46.7027469 -23.5377943),355030848000074
rua nélio batista guimarães,Parque Boturussu,São Paulo,171,3,1,4,R$,420000.0,2456.1403508771928,3802005.0,-23.5044977,-46.4857151,POINT (-46.4857151 -23.5044977),355030828000058
rua ipomeias,Vila Bela,São Paulo,36,2,1,1,R$,190000.0,5277.777777777777,3201050.0,-23.5990493,-46.5733783,POINT (-46.5733783 -23.5990493),355030893000051
rua arapuã,Vila Guarani (Z Sul),São Paulo,180,3,3,2,R$,559000.0,3105.5555555555557,16026020.0,-22.0903741,-49.3471446,POINT (-49.3471446 -22.0903741),
rua kansas,Brooklin Paulista,São Paulo,200,3,1,10,R$,2240000.0,11200.0,6365330.0,-23.552674,-46.849401,POINT (-46.849401 -23.552674),
rua amâncio klein,Vila das Belezas,São Paulo,160,6,3,4,R$,550000.0,3437.5,5841090.0,-23.6452459,-46.7441905,POINT (-46.7441905 -23.6452459),355030846000285
rua dorandia,Jardim Brasil (Zona Norte),São Paulo,100,4,3,4,R$,600000.0,6000.0,2234080.0,-23.4773346,-46.5712221,POINT (-46.5712221 -23.4773346),355030892000111
avenida george saville dodd,Jardim Guedala,São Paulo,770,4,1,6,R$,7000000.0,9090.90909090909,5608020.0,-23.5827571,-46.7073838,POINT (-46.7073838 -23.5827571),355030854000008
rua general vitorino monteiro,Vila Romana,São Paulo,450,5,5,4,R$,2100000.0,4666.666666666667,5053060.0,-23.536788,-46.6984141,POINT (-46.6984141 -23.536788),355030848000072
rua são borja,Cidade Vargas,São Paulo,480,3,2,4,R$,1060000.0,2208.3333333333335,4320060.0,-23.649553,-46.6376444,POINT (-46.6376444 -23.649553),355030838000092
rua josé de freitas guimarães,Pacaembu,São Paulo,400,2,5,3,R$,2150000.0,5375.0,1237010.0,-23.5435473,-46.671005,POINT (-46.671005 -23.5435473),355030860000052
rua doutor octávio de oliveira santos,Brooklin Paulista,São Paulo,200,3,4,2,R$,1070000.0,5350.0,8541270.0,-23.5415487,-46.3714144,POINT (-46.3714144 -23.5415487),
rua cássio martins vilaça,Pacaembu,São Paulo,288,4,5,3,R$,2890000.0,10034.722222222223,1249000.0,-23.5484133,-46.6699715,POINT (-46.6699715 -23.5484133),355030826000019
rua deolinda de oliveira,Vila Moraes,São Paulo,150,3,2,2,R$,435000.0,2900.0,4160130.0,-23.6245035,-46.6104022,POINT (-46.6104022 -23.6245035),355030868000157
rua mateus clemente,Jardim Alvorada (Zona Oeste),São Paulo,180,3,4,3,R$,450000.0,2500.0,5528080.0,-23.5955534,-46.7569178,POINT (-46.7569178 -23.5955534),355030894000068
rua doutor martins de oliveira,Jardim Londrina,São Paulo,300,4,4,2,R$,1290000.0,4300.0,5638030.0,-23.6082719,-46.7390642,POINT (-46.7390642 -23.6082719),355030894000028
rua teviot,Vila Nova Conceição,São Paulo,120,2,2,2,R$,1620000.0,13500.0,4507050.0,-23.5866888,-46.6689603,POINT (-46.6689603 -23.5866888),355030832000066
rua teviot,Vila Nova Conceição,São Paulo,125,2,2,2,R$,1620000.0,12960.0,4507050.0,-23.5866888,-46.6689603,POINT (-46.6689603 -23.5866888),355030832000066
rua professor alfredo ashcar,Jardim Leonor,São Paulo,250,3,5,4,R$,1200000.0,4800.0,5621010.0,-23.5992264,-46.488221,POINT (-46.488221 -23.5992264),355030873000060
rua barão de juparanã,Vila Zelina,São Paulo,230,5,5,2,R$,990000.0,4304.347826086957,8556230.0,-23.5154905,-46.3443291,POINT (-46.3443291 -23.5154905),
rua albertina,Tremembé,São Paulo,440,3,5,5,R$,1780000.0,4045.4545454545455,8530410.0,-23.5347211,-46.3709569,POINT (-46.3709569 -23.5347211),
travessa doutor ezequiel antunes de oliveira,Vila Nova Conceição,São Paulo,170,3,5,3,R$,2400000.0,14117.64705882353,4544120.0,-23.592851,-46.6825133,POINT (-46.6825133 -23.592851),355030835000039
praça doutor joão guilherme flocke,Vila Madalena,São Paulo,380,7,5,6,R$,3200000.0,8421.052631578947,5449080.0,-23.5459119,-46.7059659,POINT (-46.7059659 -23.5459119),355030802000001
rua laurindo sbampato,Vila Guilherme,São Paulo,130,3,2,2,R$,660000.0,5076.923076923077,2076040.0,-23.5033918,-46.5986118,POINT (-46.5986118 -23.5033918),355030886000017
rua santos dumont,Jardim Petrópolis,São Paulo,763,5,6,4,R$,3490000.0,4574.049803407602,16900061.0,-20.9053701,-51.3839025,POINT (-51.3839025 -20.9053701),
rua são leônidas,Santo Amaro,São Paulo,232,3,2,3,R$,1000000.0,4310.3448275862065,4747010.0,-23.6591772,-46.701188,POINT (-46.701188 -23.6591772),355030871000060
rua iraci,Jardim Paulistano,São Paulo,136,3,4,3,R$,1800000.0,13235.29411764706,11660155.0,-23.6188944,-45.4122061,POINT (-45.4122061 -23.6188944),
rua dos franceses,Morro dos Ingleses,São Paulo,125,3,2,2,R$,1150000.0,9200.0,1329010.0,-23.5591624,-46.6475375,POINT (-46.6475375 -23.5591624),355030807000012
rua madalena,Vila Madalena,São Paulo,488,4,6,3,R$,2950000.0,6045.081967213115,7113150.0,-23.4622979,-46.5190115,POINT (-46.5190115 -23.4622979),
rua murajuba,Alto de Pinheiros,São Paulo,1530,4,6,6,R$,9890000.0,6464.0522875817,5467010.0,-23.544383,-46.7130322,POINT (-46.7130322 -23.544383),355030802000070
rua doutor roberto moreira,Jardim Leonor,São Paulo,700,3,8,6,R$,4000000.0,5714.285714285715,13034205.0,-22.9116791,-47.0942288,POINT (-47.0942288 -22.9116791),
rua doutor fausto de almeida prado penteado,Jardim Sílvia (Zona Oeste),São Paulo,1643,4,5,10,R$,3800000.0,2312.8423615337797,5678040.0,-23.5978227,-46.7035255,POINT (-46.7035255 -23.5978227),355030854000126
rua professora sebastiana silva minhoto,Tatuapé,São Paulo,147,2,3,3,R$,690000.0,4693.877551020408,3316030.0,-23.5396215,-46.5604999,POINT (-46.5604999 -23.5396215),355030880000011
rua caropá,Vila Madalena,São Paulo,192,3,3,2,R$,1600000.0,8333.333333333334,5447000.0,-23.5480131,-46.7004235,POINT (-46.7004235 -23.5480131),355030802000003
rua meru,Parque da Vila Prudente,São Paulo,201,3,3,4,R$,960000.0,4776.119402985075,7191130.0,-23.4603478,-46.5058864,POINT (-46.5058864 -23.4603478),
rua mateus martins do prado,Parque Alves de Lima,São Paulo,158,4,4,2,R$,820000.0,5189.873417721519,4902080.0,-23.66852,-46.7318445,POINT (-46.7318445 -23.66852),355030846000102
rua gregório paes de almeida,Vila Madalena,São Paulo,280,3,3,4,R$,2500000.0,8928.57142857143,5450000.0,-23.5472107,-46.707677,POINT (-46.707677 -23.5472107),355030802000001
rua dos alcatrazes,Chácara Flora,São Paulo,1300,5,8,9,R$,10000000.0,7692.307692307692,4644000.0,-23.6468298,-46.6806123,POINT (-46.6806123 -23.6468298),355030871000079
rua ovídio lopes,Parque Boturussu,São Paulo,125,2,1,1,R$,315000.0,2520.0,3804110.0,-23.4971805,-46.4848261,POINT (-46.4848261 -23.4971805),355030828000001
rua lourenço de azevedo,Vila Morse,São Paulo,240,3,2,3,R$,1300000.0,5416.666666666667,5624060.0,-23.5964085,-46.7293978,POINT (-46.7293978 -23.5964085),355030894000086
rua marcos lopes,Vila Nova Conceição,São Paulo,200,5,5,3,R$,3880000.0,19400.0,4513080.0,-23.5968668,-46.6712357,POINT (-46.6712357 -23.5968668),355030832000095
rua pero correia,Vila Mariana,São Paulo,350,6,4,10,R$,1700000.0,4857.142857142857,4113040.0,-23.584853,-46.6231687,POINT (-46.6231687 -23.584853),355030890000113
rua iramaia,Jardim Europa,São Paulo,210,4,3,3,R$,2300000.0,10952.380952380952,9433120.0,-23.6718362,-46.3836606,POINT (-46.3836606 -23.6718362),
rua sampaio vidal,Jardim Paulistano,São Paulo,237,3,4,3,R$,3200000.0,13502.10970464135,13070090.0,-22.8853157,-47.0821077,POINT (-47.0821077 -22.8853157),
rua américo brasiliense,Alto da Boa Vista,São Paulo,350,4,6,4,R$,2200000.0,6285.714285714285,16071005.0,-21.2072632,-50.4630062,POINT (-50.4630062 -21.2072632),
rua bernardino de campos,Campo Belo,São Paulo,320,3,5,2,R$,1740000.0,5437.5,16010350.0,-21.2149071,-50.4390396,POINT (-50.4390396 -21.2149071),
rua mestre joão,Jardim Vila Formosa,São Paulo,250,4,2,4,R$,800000.0,3200.0,3461050.0,-23.570072,-46.5265366,POINT (-46.5265366 -23.570072),355030804000064
avenida comendador adibo ares,Morumbi,São Paulo,686,5,6,5,R$,3350000.0,4883.381924198251,5613000.0,-23.5947216,-46.7092658,POINT (-46.7092658 -23.5947216),355030854000064
rua professor nova gomes,Vila Madalena,São Paulo,261,3,5,2,R$,1800000.0,6896.551724137931,5448100.0,-23.5475927,-46.7038887,POINT (-46.7038887 -23.5475927),355030802000067
rua ícaro sydow,Cidade Jardim,São Paulo,726,4,6,8,R$,3600000.0,4958.677685950413,5678010.0,-23.595486,-46.7056032,POINT (-46.7056032 -23.595486),355030854000126
rua angatuba,Pacaembu,São Paulo,380,3,4,2,R$,5600000.0,14736.842105263158,13077062.0,-23.4922195,-48.4143332,POINT (-48.4143332 -23.4922195),
rua joana martins castilho,Vila Água Funda,São Paulo,200,2,2,3,R$,540000.0,2700.0,4155040.0,-23.6316347,-46.6260858,POINT (-46.6260858 -23.6316347),355030827000107
rua miranda guerra,Jardim Petrópolis,São Paulo,250,4,4,3,R$,1450000.0,5800.0,4640000.0,-23.6340995,-46.681965,POINT (-46.681965 -23.6340995),355030871000056
rua itatinga,Pacaembu,São Paulo,350,4,6,4,R$,3000000.0,8571.42857142857,7272490.0,-23.4698558,-46.4266388,POINT (-46.4266388 -23.4698558),
rua baguassu,Vila Regente Feijó,São Paulo,288,3,3,3,R$,1980000.0,6875.0,3344015.0,-23.5581099,-46.5760842,POINT (-46.5760842 -23.5581099),355030801000084
rua dona germaine burchard,Água Branca,São Paulo,110,3,1,2,R$,1300000.0,11818.181818181818,5002060.0,-23.5289501,-46.6717081,POINT (-46.6717081 -23.5289501),355030806000015
rua luisiania,Brooklin Paulista,São Paulo,249,4,5,4,R$,2200000.0,8835.341365461847,4560020.0,-23.6089619,-46.6815953,POINT (-46.6815953 -23.6089619),355030835000050
rua pedro madureira,Jardim São Paulo(Zona Norte),São Paulo,270,3,3,3,R$,1300000.0,4814.814814814815,2044140.0,-23.4930121,-46.6168896,POINT (-46.6168896 -23.4930121),355030870000216
rua bernardino pinheiro,Vila Rosaria,São Paulo,195,3,1,5,R$,650000.0,3333.3333333333335,8021320.0,-23.5010736,-46.4348307,POINT (-46.4348307 -23.5010736),355030874000057
rua pedro rodrigues marques,Jardim Ana Maria,São Paulo,88,2,3,2,R$,360000.0,4090.909090909091,5757250.0,-23.6273696,-46.7585629,POINT (-46.7585629 -23.6273696),355030817000055
rua matias quevedo,Conjunto Residencial José Bonifácio,São Paulo,100,2,2,1,R$,300000.0,3000.0,8255090.0,-23.5550503,-46.4327193,POINT (-46.4327193 -23.5550503),355030847000031
rua pirituba,Mirandópolis,São Paulo,120,2,2,2,R$,1000000.0,8333.333333333334,6419280.0,-23.472568,-46.8839975,POINT (-46.8839975 -23.472568),
rua rodolfo arena,Vila Moraes,São Paulo,54,1,1,2,R$,305000.0,5648.148148148148,4164190.0,-23.6284457,-46.6082459,POINT (-46.6082459 -23.6284457),355030868000074
alameda dos anapurus,Indianópolis,São Paulo,218,3,3,3,R$,1745000.0,8004.587155963302,4087000.0,-23.6083416,-46.6590842,POINT (-46.6590842 -23.6083416),355030832000076
rua leme do prado,Santo Amaro,São Paulo,300,3,3,2,R$,1420000.0,4733.333333333333,4747100.0,-23.654013,-46.6940631,POINT (-46.6940631 -23.654013),355030871000059
rua doutor benedito matarazzo,Parque Maria Helena,São Paulo,160,3,3,3,R$,550000.0,3437.5,5854090.0,-23.6632756,-46.762338,POINT (-46.762338 -23.6632756),355030819000088
rua desembargador vicente penteado,Jardim América,São Paulo,410,4,6,3,R$,5200000.0,12682.926829268292,1440030.0,-23.5685516,-46.6808978,POINT (-46.6808978 -23.5685516),355030862000095
rua umburanas,Alto de Pinheiros,São Paulo,370,4,5,4,R$,4100000.0,11081.081081081082,5464000.0,-23.5498204,-46.7146792,POINT (-46.7146792 -23.5498204),355030802000016
rua das fiandeiras,Vila Olímpia,São Paulo,300,3,5,2,R$,3900000.0,13000.0,4545000.0,-23.597054,-46.6762026,POINT (-46.6762026 -23.597054),355030835000011
rua juvenal galeno,Jardim da Saúde,São Paulo,280,3,5,7,R$,1389000.0,4960.714285714285,13474431.0,-22.7020472,-47.2886334,POINT (-47.2886334 -22.7020472),
rua falchi gianini,Vila Prudente,São Paulo,120,3,2,3,R$,565000.0,4708.333333333333,3136040.0,-23.5796765,-46.5794104,POINT (-46.5794104 -23.5796765),355030893000111
rua erva cidreira,Jardim Vista Linda,São Paulo,160,3,3,2,R$,689900.0,4311.875,5159540.0,-23.4919303,-46.752617,POINT (-46.752617 -23.4919303),355030895000041
alameda casa branca,Jardim Paulista,São Paulo,180,2,1,2,R$,2100000.0,11666.666666666666,18305310.0,-21.9,-47.1,POINT (-47.1 -21.9),
rua general fonseca teles,Jardim Paulista,São Paulo,425,4,6,3,R$,8700000.0,20470.58823529412,1433020.0,-23.5792253,-46.6668332,POINT (-46.6668332 -23.5792253),355030845000074
rua aparaó,Vila Inah,São Paulo,320,3,4,7,R$,1980000.0,6187.5,5618080.0,-23.5896207,-46.72531,POINT (-46.72531 -23.5896207),355030894000252
